V0: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
V1: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V2: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V3: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V4: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V5: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V6: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V7: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V8: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V9: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V10: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V11: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V12: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V13: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V14: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V15: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V16: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V17: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V18: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V19: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V20: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V21: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V22: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V23: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V24: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V25: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V26: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V27: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V28: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V29: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V30: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V31: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V32: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V33: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V34: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V35: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V36: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V37: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V38: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V39: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V40: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V41: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V42: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V43: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V44: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V45: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V46: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
V47: [1, 22, 2, 19, 50, 66, 17, 16, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0]
